bound_size,question_id,equal,generated_sql_error,gold_sql_error,generated_sql_results,gold_sql_results,generated_sql_scalar,gold_sql_scalar,generated_sql,gold_sql,generated_sql_ok,gold_sql_ok
2,7,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.NUMGE1500 DESC LIMIT 1;,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.NUMGE1500 DESC LIMIT 1;,True,True
3,7,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.NUMGE1500 DESC LIMIT 1;,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.NUMGE1500 DESC LIMIT 1;,True,True
4,7,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.NUMGE1500 DESC LIMIT 1;,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.NUMGE1500 DESC LIMIT 1;,True,True
5,7,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.NUMGE1500 DESC LIMIT 1;,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.NUMGE1500 DESC LIMIT 1;,True,True
1,9,False,,,[[1]],[[0]],1,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SATSCORES.AVGSCRMATH > 560 AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
2,9,False,,,[[2]],[[0]],2,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SATSCORES.AVGSCRMATH > 560 AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
3,9,False,,,[[3]],[[0]],3,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SATSCORES.AVGSCRMATH > 560 AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
4,9,False,,,[[4]],[[0]],4,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SATSCORES.AVGSCRMATH > 560 AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
5,9,False,,,[[5]],[[0]],5,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SATSCORES.AVGSCRMATH > 560 AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
2,10,True,,,[[50]],[[50]],50,50,SELECT T1.FRPM_COUNT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,SELECT T2.FRPM_COUNT_AGES_5_17 FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRREAD DESC LIMIT 1;,True,True
3,10,True,,,[[107]],[[107]],107,107,SELECT T1.FRPM_COUNT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,SELECT T2.FRPM_COUNT_AGES_5_17 FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRREAD DESC LIMIT 1;,True,True
4,10,True,,,[[151]],[[151]],151,151,SELECT T1.FRPM_COUNT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,SELECT T2.FRPM_COUNT_AGES_5_17 FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRREAD DESC LIMIT 1;,True,True
5,10,True,,,[[322]],[[322]],322,322,SELECT T1.FRPM_COUNT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,SELECT T2.FRPM_COUNT_AGES_5_17 FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRREAD DESC LIMIT 1;,True,True
1,15,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT DNAME FROM SATSCORES WHERE CDS IN (SELECT CDSCODE FROM SCHOOLS WHERE STATUSTYPE = 'ACTIVE') ORDER BY AVGSCRREAD DESC LIMIT 1;,SELECT T1.DISTRICT FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.STATUSTYPE = 'ACTIVE' ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,True,True
2,15,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT DNAME FROM SATSCORES WHERE CDS IN (SELECT CDSCODE FROM SCHOOLS WHERE STATUSTYPE = 'ACTIVE') ORDER BY AVGSCRREAD DESC LIMIT 1;,SELECT T1.DISTRICT FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.STATUSTYPE = 'ACTIVE' ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,True,True
3,15,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT DNAME FROM SATSCORES WHERE CDS IN (SELECT CDSCODE FROM SCHOOLS WHERE STATUSTYPE = 'ACTIVE') ORDER BY AVGSCRREAD DESC LIMIT 1;,SELECT T1.DISTRICT FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.STATUSTYPE = 'ACTIVE' ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,True,True
4,15,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT DNAME FROM SATSCORES WHERE CDS IN (SELECT CDSCODE FROM SCHOOLS WHERE STATUSTYPE = 'ACTIVE') ORDER BY AVGSCRREAD DESC LIMIT 1;,SELECT T1.DISTRICT FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.STATUSTYPE = 'ACTIVE' ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,True,True
5,15,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT DNAME FROM SATSCORES WHERE CDS IN (SELECT CDSCODE FROM SCHOOLS WHERE STATUSTYPE = 'ACTIVE') ORDER BY AVGSCRREAD DESC LIMIT 1;,SELECT T1.DISTRICT FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.STATUSTYPE = 'ACTIVE' ORDER BY T2.AVGSCRREAD DESC LIMIT 1;,True,True
2,19,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
3,19,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
4,19,False,,,"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
5,19,False,,,"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
1,21,False,,,[[0]],[[1]],0,1,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN FRPM ON SCHOOLS.CDSCODE = FRPM.CDSCODE WHERE SCHOOLS.COUNTY = 'LOS ANGELES' AND FRPM.FREE_MEAL_COUNT_K12 > 500 AND FRPM.FRPM_COUNT_K12 < 700;,SELECT COUNT(CDSCODE) FROM FRPM WHERE COUNTY_NAME = 'LOS ANGELES' AND FREE_MEAL_COUNT_K12 > 500 AND FRPM_COUNT_K12< 700;,True,True
2,21,False,,,[[2]],[[0]],2,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN FRPM ON SCHOOLS.CDSCODE = FRPM.CDSCODE WHERE SCHOOLS.COUNTY = 'LOS ANGELES' AND FRPM.FREE_MEAL_COUNT_K12 > 500 AND FRPM.FRPM_COUNT_K12 < 700;,SELECT COUNT(CDSCODE) FROM FRPM WHERE COUNTY_NAME = 'LOS ANGELES' AND FREE_MEAL_COUNT_K12 > 500 AND FRPM_COUNT_K12< 700;,True,True
3,21,False,,,[[2]],[[0]],2,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN FRPM ON SCHOOLS.CDSCODE = FRPM.CDSCODE WHERE SCHOOLS.COUNTY = 'LOS ANGELES' AND FRPM.FREE_MEAL_COUNT_K12 > 500 AND FRPM.FRPM_COUNT_K12 < 700;,SELECT COUNT(CDSCODE) FROM FRPM WHERE COUNTY_NAME = 'LOS ANGELES' AND FREE_MEAL_COUNT_K12 > 500 AND FRPM_COUNT_K12< 700;,True,True
4,21,False,,,[[4]],[[0]],4,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN FRPM ON SCHOOLS.CDSCODE = FRPM.CDSCODE WHERE SCHOOLS.COUNTY = 'LOS ANGELES' AND FRPM.FREE_MEAL_COUNT_K12 > 500 AND FRPM.FRPM_COUNT_K12 < 700;,SELECT COUNT(CDSCODE) FROM FRPM WHERE COUNTY_NAME = 'LOS ANGELES' AND FREE_MEAL_COUNT_K12 > 500 AND FRPM_COUNT_K12< 700;,True,True
5,21,False,,,[[5]],[[0]],5,0,SELECT COUNT(SCHOOLS.CDSCODE) FROM SCHOOLS INNER JOIN FRPM ON SCHOOLS.CDSCODE = FRPM.CDSCODE WHERE SCHOOLS.COUNTY = 'LOS ANGELES' AND FRPM.FREE_MEAL_COUNT_K12 > 500 AND FRPM.FRPM_COUNT_K12 < 700;,SELECT COUNT(CDSCODE) FROM FRPM WHERE COUNTY_NAME = 'LOS ANGELES' AND FREE_MEAL_COUNT_K12 > 500 AND FRPM_COUNT_K12< 700;,True,True
2,35,True,,,"[[""2147483649""]]","[[""2147483649""]]",2147483649,2147483649,SELECT S.ADMEMAIL1 FROM SCHOOLS AS S INNER JOIN FRPM AS F ON S.CDSCODE = F.CDSCODE WHERE F.CHARTER_SCHOOL_YN = 1 ORDER BY F.ENROLLMENT_K12 ASC LIMIT 1;,SELECT T2.ADMEMAIL1 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T1.CHARTER_SCHOOL_YN = 1 ORDER BY T1.ENROLLMENT_K12 ASC LIMIT 1;,True,True
3,35,True,,,"[[""2147483649""]]","[[""2147483649""]]",2147483649,2147483649,SELECT S.ADMEMAIL1 FROM SCHOOLS AS S INNER JOIN FRPM AS F ON S.CDSCODE = F.CDSCODE WHERE F.CHARTER_SCHOOL_YN = 1 ORDER BY F.ENROLLMENT_K12 ASC LIMIT 1;,SELECT T2.ADMEMAIL1 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T1.CHARTER_SCHOOL_YN = 1 ORDER BY T1.ENROLLMENT_K12 ASC LIMIT 1;,True,True
4,35,True,,,"[[""2147483649""]]","[[""2147483649""]]",2147483649,2147483649,SELECT S.ADMEMAIL1 FROM SCHOOLS AS S INNER JOIN FRPM AS F ON S.CDSCODE = F.CDSCODE WHERE F.CHARTER_SCHOOL_YN = 1 ORDER BY F.ENROLLMENT_K12 ASC LIMIT 1;,SELECT T2.ADMEMAIL1 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T1.CHARTER_SCHOOL_YN = 1 ORDER BY T1.ENROLLMENT_K12 ASC LIMIT 1;,True,True
5,35,True,,,"[[""2147483649""]]","[[""2147483649""]]",2147483649,2147483649,SELECT S.ADMEMAIL1 FROM SCHOOLS AS S INNER JOIN FRPM AS F ON S.CDSCODE = F.CDSCODE WHERE F.CHARTER_SCHOOL_YN = 1 ORDER BY F.ENROLLMENT_K12 ASC LIMIT 1;,SELECT T2.ADMEMAIL1 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T1.CHARTER_SCHOOL_YN = 1 ORDER BY T1.ENROLLMENT_K12 ASC LIMIT 1;,True,True
2,45,False,,,"[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT T1.SCHOOL, AVG(T2.AVGSCRWRITE) AS AVERAGE_WRITING_SCORE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.ADMFNAME1 = 'RICCI' AND T1.ADMLNAME1 = 'ULRICH' GROUP BY T1.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
3,45,False,,,"[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT T1.SCHOOL, AVG(T2.AVGSCRWRITE) AS AVERAGE_WRITING_SCORE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.ADMFNAME1 = 'RICCI' AND T1.ADMLNAME1 = 'ULRICH' GROUP BY T1.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
4,45,False,,,"[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT T1.SCHOOL, AVG(T2.AVGSCRWRITE) AS AVERAGE_WRITING_SCORE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.ADMFNAME1 = 'RICCI' AND T1.ADMLNAME1 = 'ULRICH' GROUP BY T1.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
5,45,False,,,"[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT T1.SCHOOL, AVG(T2.AVGSCRWRITE) AS AVERAGE_WRITING_SCORE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.ADMFNAME1 = 'RICCI' AND T1.ADMLNAME1 = 'ULRICH' GROUP BY T1.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
1,72,False,,,[],[[12]],,12,SELECT ENROLLMENT_AGES_5_17 FROM FRPM INNER JOIN SCHOOLS ON FRPM.CDSCODE = SCHOOLS.CDSCODE WHERE ACADEMIC_YEAR = '2014-2015' AND CITY = 'FREMONT' AND EDOPSCODE = 'SSS';,SELECT T1.ENROLLMENT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.EDOPSCODE = 'SSS' AND T2.CITY = 'FREMONT' AND T1.ACADEMIC_YEAR BETWEEN 2014 AND 2015;,True,True
2,72,False,,,[],[[36]],,36,SELECT ENROLLMENT_AGES_5_17 FROM FRPM INNER JOIN SCHOOLS ON FRPM.CDSCODE = SCHOOLS.CDSCODE WHERE ACADEMIC_YEAR = '2014-2015' AND CITY = 'FREMONT' AND EDOPSCODE = 'SSS';,SELECT T1.ENROLLMENT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.EDOPSCODE = 'SSS' AND T2.CITY = 'FREMONT' AND T1.ACADEMIC_YEAR BETWEEN 2014 AND 2015;,True,True
3,72,False,,,[],"[[54], [54], [54]]",,,SELECT ENROLLMENT_AGES_5_17 FROM FRPM INNER JOIN SCHOOLS ON FRPM.CDSCODE = SCHOOLS.CDSCODE WHERE ACADEMIC_YEAR = '2014-2015' AND CITY = 'FREMONT' AND EDOPSCODE = 'SSS';,SELECT T1.ENROLLMENT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.EDOPSCODE = 'SSS' AND T2.CITY = 'FREMONT' AND T1.ACADEMIC_YEAR BETWEEN 2014 AND 2015;,True,True
4,72,False,,,[],"[[77], [77], [77]]",,,SELECT ENROLLMENT_AGES_5_17 FROM FRPM INNER JOIN SCHOOLS ON FRPM.CDSCODE = SCHOOLS.CDSCODE WHERE ACADEMIC_YEAR = '2014-2015' AND CITY = 'FREMONT' AND EDOPSCODE = 'SSS';,SELECT T1.ENROLLMENT_AGES_5_17 FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.EDOPSCODE = 'SSS' AND T2.CITY = 'FREMONT' AND T1.ACADEMIC_YEAR BETWEEN 2014 AND 2015;,True,True
