bound_size,question_id,equal,generated_sql_error,gold_sql_error,generated_sql_columns,gold_sql_columns,generated_sql_results,gold_sql_results,generated_sql_scalar,gold_sql_scalar,generated_sql,gold_sql,generated_sql_ok,gold_sql_ok
2,9,False,,,['COUNT(*)'],['COUNT(T2.SCHOOL_CODE)'],[[0]],[[1]],0,1,SELECT COUNT(*) FROM SATSCORES SS JOIN SCHOOLS S ON SS.CDS = S.CDSCODE WHERE SS.AVGSCRMATH > 560 AND S.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
3,9,False,,,['COUNT(*)'],['COUNT(T2.SCHOOL_CODE)'],[[3]],[[0]],3,0,SELECT COUNT(*) FROM SATSCORES SS JOIN SCHOOLS S ON SS.CDS = S.CDSCODE WHERE SS.AVGSCRMATH > 560 AND S.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
4,9,False,,,['COUNT(*)'],['COUNT(T2.SCHOOL_CODE)'],[[4]],[[0]],4,0,SELECT COUNT(*) FROM SATSCORES SS JOIN SCHOOLS S ON SS.CDS = S.CDSCODE WHERE SS.AVGSCRMATH > 560 AND S.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
5,9,False,,,['COUNT(*)'],['COUNT(T2.SCHOOL_CODE)'],[[1]],[[5]],1,5,SELECT COUNT(*) FROM SATSCORES SS JOIN SCHOOLS S ON SS.CDS = S.CDSCODE WHERE SS.AVGSCRMATH > 560 AND S.FUNDINGTYPE = 'DIRECTLY FUNDED';,SELECT COUNT(T2.SCHOOL_CODE) FROM SATSCORES AS T1 INNER JOIN FRPM AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.AVGSCRMATH > 560 AND T2.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED';,True,True
1,18,False,,,['COUNT(*)'],['COUNT(T1.CDSCODE)'],[[1]],[[0]],1,0,SELECT COUNT(*) FROM SCHOOLS JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SCHOOLS.COUNTY = 'FRESNO' AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED' AND SATSCORES.NUMTSTTAKR <= 250;,SELECT COUNT(T1.CDSCODE) FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED' AND T1.COUNTY_NAME = 'FRESNO' AND T2.NUMTSTTAKR <= 250;,True,True
2,18,False,,,['COUNT(*)'],['COUNT(T1.CDSCODE)'],[[2]],[[0]],2,0,SELECT COUNT(*) FROM SCHOOLS JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SCHOOLS.COUNTY = 'FRESNO' AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED' AND SATSCORES.NUMTSTTAKR <= 250;,SELECT COUNT(T1.CDSCODE) FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED' AND T1.COUNTY_NAME = 'FRESNO' AND T2.NUMTSTTAKR <= 250;,True,True
3,18,False,,,['COUNT(*)'],['COUNT(T1.CDSCODE)'],[[3]],[[0]],3,0,SELECT COUNT(*) FROM SCHOOLS JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SCHOOLS.COUNTY = 'FRESNO' AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED' AND SATSCORES.NUMTSTTAKR <= 250;,SELECT COUNT(T1.CDSCODE) FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED' AND T1.COUNTY_NAME = 'FRESNO' AND T2.NUMTSTTAKR <= 250;,True,True
4,18,False,,,['COUNT(*)'],['COUNT(T1.CDSCODE)'],[[4]],[[0]],4,0,SELECT COUNT(*) FROM SCHOOLS JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SCHOOLS.COUNTY = 'FRESNO' AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED' AND SATSCORES.NUMTSTTAKR <= 250;,SELECT COUNT(T1.CDSCODE) FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED' AND T1.COUNTY_NAME = 'FRESNO' AND T2.NUMTSTTAKR <= 250;,True,True
5,18,False,,,['COUNT(*)'],['COUNT(T1.CDSCODE)'],[[1]],[[2]],1,2,SELECT COUNT(*) FROM SCHOOLS JOIN SATSCORES ON SCHOOLS.CDSCODE = SATSCORES.CDS WHERE SCHOOLS.COUNTY = 'FRESNO' AND SCHOOLS.FUNDINGTYPE = 'DIRECTLY FUNDED' AND SATSCORES.NUMTSTTAKR <= 250;,SELECT COUNT(T1.CDSCODE) FROM FRPM AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.CHARTER_FUNDING_TYPE = 'DIRECTLY FUNDED' AND T1.COUNTY_NAME = 'FRESNO' AND T2.NUMTSTTAKR <= 250;,True,True
2,19,False,,,['PHONE'],['PHONE'],"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
3,19,False,,,['PHONE'],['PHONE'],"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
4,19,False,,,['PHONE'],['PHONE'],"[[""2147483649""]]","[[""2147483648""]]",2147483649,2147483648,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
5,19,False,,,['PHONE'],['PHONE'],"[[""2147483648""]]","[[""2147483649""]]",2147483648,2147483649,SELECT T2.PHONE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE ORDER BY T1.AVGSCRMATH DESC LIMIT 1;,SELECT T1.PHONE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS ORDER BY T2.AVGSCRMATH DESC LIMIT 1;,True,True
1,29,False,,,['OPENDATE'],['OPENDATE'],[],"[[""1970-01-01""]]",,1970-01-01,SELECT S.OPENDATE FROM SCHOOLS S JOIN FRPM F ON S.CDSCODE = F.CDSCODE WHERE F.SCHOOL_TYPE = 'K-12 SCHOOLS (PUBLIC)' ORDER BY F.ENROLLMENT_K12 DESC LIMIT 1;,SELECT T2.OPENDATE FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE ORDER BY T1.ENROLLMENT_K12 DESC LIMIT 1;,True,True
2,29,False,,,['OPENDATE'],['OPENDATE'],"[[""1970-01-02""]]","[[""1970-01-01""]]",1970-01-02,1970-01-01,SELECT S.OPENDATE FROM SCHOOLS S JOIN FRPM F ON S.CDSCODE = F.CDSCODE WHERE F.SCHOOL_TYPE = 'K-12 SCHOOLS (PUBLIC)' ORDER BY F.ENROLLMENT_K12 DESC LIMIT 1;,SELECT T2.OPENDATE FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE ORDER BY T1.ENROLLMENT_K12 DESC LIMIT 1;,True,True
3,29,False,,,['OPENDATE'],['OPENDATE'],"[[""1970-01-03""]]","[[""1970-01-02""]]",1970-01-03,1970-01-02,SELECT S.OPENDATE FROM SCHOOLS S JOIN FRPM F ON S.CDSCODE = F.CDSCODE WHERE F.SCHOOL_TYPE = 'K-12 SCHOOLS (PUBLIC)' ORDER BY F.ENROLLMENT_K12 DESC LIMIT 1;,SELECT T2.OPENDATE FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE ORDER BY T1.ENROLLMENT_K12 DESC LIMIT 1;,True,True
4,29,False,,,['OPENDATE'],['OPENDATE'],"[[""1970-01-02""]]","[[""1970-01-01""]]",1970-01-02,1970-01-01,SELECT S.OPENDATE FROM SCHOOLS S JOIN FRPM F ON S.CDSCODE = F.CDSCODE WHERE F.SCHOOL_TYPE = 'K-12 SCHOOLS (PUBLIC)' ORDER BY F.ENROLLMENT_K12 DESC LIMIT 1;,SELECT T2.OPENDATE FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE ORDER BY T1.ENROLLMENT_K12 DESC LIMIT 1;,True,True
5,29,False,,,['OPENDATE'],['OPENDATE'],"[[""1970-01-03""]]","[[""1970-01-02""]]",1970-01-03,1970-01-02,SELECT S.OPENDATE FROM SCHOOLS S JOIN FRPM F ON S.CDSCODE = F.CDSCODE WHERE F.SCHOOL_TYPE = 'K-12 SCHOOLS (PUBLIC)' ORDER BY F.ENROLLMENT_K12 DESC LIMIT 1;,SELECT T2.OPENDATE FROM FRPM AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE ORDER BY T1.ENROLLMENT_K12 DESC LIMIT 1;,True,True
2,38,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""]]","[[""2147483648""], [""2147483648""]]",2147483648,,SELECT DISTINCT T1.WEBSITE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.COUNTY = 'LOS ANGELES' AND T2.NUMTSTTAKR BETWEEN 2000 AND 3000;,SELECT T2.WEBSITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.NUMTSTTAKR BETWEEN 2000 AND 3000 AND T2.COUNTY = 'LOS ANGELES';,True,True
3,38,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""]]","[[""2147483648""], [""2147483648""], [""2147483648""]]",2147483648,,SELECT DISTINCT T1.WEBSITE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.COUNTY = 'LOS ANGELES' AND T2.NUMTSTTAKR BETWEEN 2000 AND 3000;,SELECT T2.WEBSITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.NUMTSTTAKR BETWEEN 2000 AND 3000 AND T2.COUNTY = 'LOS ANGELES';,True,True
4,38,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""]]","[[""2147483648""], [""2147483648""], [""2147483648""]]",2147483648,,SELECT DISTINCT T1.WEBSITE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.COUNTY = 'LOS ANGELES' AND T2.NUMTSTTAKR BETWEEN 2000 AND 3000;,SELECT T2.WEBSITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.NUMTSTTAKR BETWEEN 2000 AND 3000 AND T2.COUNTY = 'LOS ANGELES';,True,True
5,38,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""]]","[[""2147483648""], [""2147483648""], [""2147483648""], [""2147483648""], [""2147483648""]]",2147483648,,SELECT DISTINCT T1.WEBSITE FROM SCHOOLS AS T1 INNER JOIN SATSCORES AS T2 ON T1.CDSCODE = T2.CDS WHERE T1.COUNTY = 'LOS ANGELES' AND T2.NUMTSTTAKR BETWEEN 2000 AND 3000;,SELECT T2.WEBSITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T1.NUMTSTTAKR BETWEEN 2000 AND 3000 AND T2.COUNTY = 'LOS ANGELES';,True,True
2,45,False,,,"['SCHOOL', 'AVERAGEWRITINGSCORE']","['SCHOOL', 'AVGSCRWRITE']","[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT S.SCHOOL, AVG(T.AVGSCRWRITE) AS AVERAGEWRITINGSCORE FROM SCHOOLS S JOIN SATSCORES T ON S.CDSCODE = T.CDS WHERE S.ADMFNAME1 = 'RICCI' AND S.ADMLNAME1 = 'ULRICH' GROUP BY S.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
3,45,False,,,"['SCHOOL', 'AVERAGEWRITINGSCORE']","['SCHOOL', 'AVGSCRWRITE']","[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT S.SCHOOL, AVG(T.AVGSCRWRITE) AS AVERAGEWRITINGSCORE FROM SCHOOLS S JOIN SATSCORES T ON S.CDSCODE = T.CDS WHERE S.ADMFNAME1 = 'RICCI' AND S.ADMLNAME1 = 'ULRICH' GROUP BY S.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
4,45,False,,,"['SCHOOL', 'AVERAGEWRITINGSCORE']","['SCHOOL', 'AVGSCRWRITE']","[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT S.SCHOOL, AVG(T.AVGSCRWRITE) AS AVERAGEWRITINGSCORE FROM SCHOOLS S JOIN SATSCORES T ON S.CDSCODE = T.CDS WHERE S.ADMFNAME1 = 'RICCI' AND S.ADMLNAME1 = 'ULRICH' GROUP BY S.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
5,45,False,,,"['SCHOOL', 'AVERAGEWRITINGSCORE']","['SCHOOL', 'AVGSCRWRITE']","[[""2147483648"", 0.0]]","[[""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0], [""2147483648"", 0]]",,,"SELECT S.SCHOOL, AVG(T.AVGSCRWRITE) AS AVERAGEWRITINGSCORE FROM SCHOOLS S JOIN SATSCORES T ON S.CDSCODE = T.CDS WHERE S.ADMFNAME1 = 'RICCI' AND S.ADMLNAME1 = 'ULRICH' GROUP BY S.SCHOOL;","SELECT T2.SCHOOL, T1.AVGSCRWRITE FROM SATSCORES AS T1 INNER JOIN SCHOOLS AS T2 ON T1.CDS = T2.CDSCODE WHERE T2.ADMFNAME1 = 'RICCI' AND T2.ADMLNAME1 = 'ULRICH';",True,True
1,59,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""]]",[],2147483648,,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME2 = 'MIKE' AND ADMLNAME2 = 'LARSON') OR (ADMFNAME3 = 'MIKE' AND ADMLNAME3 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ') OR (ADMFNAME2 = 'DANTE' AND ADMLNAME2 = 'ALVAREZ') OR (ADMFNAME3 = 'DANTE' AND ADMLNAME3 = 'ALVAREZ');,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ');,True,True
2,59,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""], [""2147483648""]]","[[""2147483648""]]",,2147483648,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME2 = 'MIKE' AND ADMLNAME2 = 'LARSON') OR (ADMFNAME3 = 'MIKE' AND ADMLNAME3 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ') OR (ADMFNAME2 = 'DANTE' AND ADMLNAME2 = 'ALVAREZ') OR (ADMFNAME3 = 'DANTE' AND ADMLNAME3 = 'ALVAREZ');,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ');,True,True
3,59,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""], [""2147483648""]]","[[""2147483648""]]",,2147483648,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME2 = 'MIKE' AND ADMLNAME2 = 'LARSON') OR (ADMFNAME3 = 'MIKE' AND ADMLNAME3 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ') OR (ADMFNAME2 = 'DANTE' AND ADMLNAME2 = 'ALVAREZ') OR (ADMFNAME3 = 'DANTE' AND ADMLNAME3 = 'ALVAREZ');,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ');,True,True
4,59,False,,,['WEBSITE'],['WEBSITE'],"[[""2147483648""], [""2147483648""], [""2147483648""], [""2147483648""]]","[[""2147483648""], [""2147483648""], [""2147483648""]]",,,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME2 = 'MIKE' AND ADMLNAME2 = 'LARSON') OR (ADMFNAME3 = 'MIKE' AND ADMLNAME3 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ') OR (ADMFNAME2 = 'DANTE' AND ADMLNAME2 = 'ALVAREZ') OR (ADMFNAME3 = 'DANTE' AND ADMLNAME3 = 'ALVAREZ');,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ');,True,True
5,59,False,,,['WEBSITE'],['WEBSITE'],"[[null], [null], [null], [null], [null]]","[[null], [null], [null], [null]]",,,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME2 = 'MIKE' AND ADMLNAME2 = 'LARSON') OR (ADMFNAME3 = 'MIKE' AND ADMLNAME3 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ') OR (ADMFNAME2 = 'DANTE' AND ADMLNAME2 = 'ALVAREZ') OR (ADMFNAME3 = 'DANTE' AND ADMLNAME3 = 'ALVAREZ');,SELECT WEBSITE FROM SCHOOLS WHERE (ADMFNAME1 = 'MIKE' AND ADMLNAME1 = 'LARSON') OR (ADMFNAME1 = 'DANTE' AND ADMLNAME1 = 'ALVAREZ');,True,True
1,70,False,,,['COUNT(CDSCODE)'],['COUNT(SCHOOL)'],[[1]],[[0]],1,0,"SELECT COUNT(CDSCODE) FROM SCHOOLS WHERE STATUSTYPE IN ('ACTIVE', 'CLOSED') AND SOCTYPE = 'DISTRICT COMMUNITY DAY SCHOOLS' AND COUNTY = 'ALPINE';",SELECT COUNT(SCHOOL) FROM SCHOOLS WHERE (STATUSTYPE = 'CLOSED' OR STATUSTYPE = 'ACTIVE') AND SOC = 69 AND COUNTY = 'ALPINE';,True,True
2,70,False,,,['COUNT(CDSCODE)'],['COUNT(SCHOOL)'],[[1]],[[0]],1,0,"SELECT COUNT(CDSCODE) FROM SCHOOLS WHERE STATUSTYPE IN ('ACTIVE', 'CLOSED') AND SOCTYPE = 'DISTRICT COMMUNITY DAY SCHOOLS' AND COUNTY = 'ALPINE';",SELECT COUNT(SCHOOL) FROM SCHOOLS WHERE (STATUSTYPE = 'CLOSED' OR STATUSTYPE = 'ACTIVE') AND SOC = 69 AND COUNTY = 'ALPINE';,True,True
